[3.4] 昔涟 | 哎呀别上当了 | 00:00:00,340 --> 00:00:02,820
[3.4] 昔涟 | 愿他能与你同行 | 00:15:36,050 --> 00:15:37,970
[3.4] 昔涟 | 化作你的记忆 | 00:15:37,970 --> 00:15:39,930
[3.4] 昔涟 | 激起未来的涟漪呀 | 00:15:39,930 --> 00:15:43,660
[3.4] 昔涟 | 这是这怎么办 | 00:15:43,660 --> 00:15:46,820
[3.4] 昔涟 | 白鹅我们看来我们心里都已经得出答案了 | 00:15:46,820 --> 00:15:52,500
[3.4] 昔涟 | 救世主原来如此 | 00:15:53,170 --> 00:15:55,930
[3.4] 昔涟 | 除了牌面上的解读 | 00:15:57,130 --> 00:15:58,710
[3.4] 昔涟 | 那还能拥有这层诗意呀 | 00:15:58,710 --> 00:16:01,450
[3.4] 昔涟 | 并非从一开始就完美无缺 | 00:16:01,870 --> 00:16:04,290
[3.4] 昔涟 | 站在高高的云端 | 00:16:04,290 --> 00:16:06,030
[3.4] 昔涟 | 将慈悲的目光投向整个世界 | 00:16:06,030 --> 00:16:09,230
[3.4] 昔涟 | 而是以这一小步为起点 | 00:16:09,740 --> 00:16:12,150
[3.4] 昔涟 | 从一座宁静的小村庄出发 | 00:16:12,150 --> 00:16:14,670
[3.4] 昔涟 | 慢慢拓宽心中的世界 | 00:16:14,670 --> 00:16:17,070
[3.4] 昔涟 | 一边成长 | 00:16:17,070 --> 00:16:18,490
[3.4] 昔涟 | 一边救赎我们还小的时候 | 00:16:18,490 --> 00:16:22,310
[3.4] 昔涟 | 我对他说过 | 00:16:22,310 --> 00:16:23,350
[3.4] 昔涟 | 希望这个世界永远都不需要救世主 | 00:16:24,670 --> 00:16:27,860
[3.4] 昔涟 | 但在心愿破灭的时候 | 00:16:28,260 --> 00:16:30,580
[3.4] 昔涟 | 我很庆幸他愿意踏上这条道路 | 00:16:30,580 --> 00:16:35,340
[3.4] 昔涟 | 而这都要归功于你的鼓舞呀 | 00:16:35,740 --> 00:16:39,820
[3.4] 昔涟 | 伙伴走吧 | 00:16:39,820 --> 00:16:43,050
[3.4] 昔涟 | 必须有你在身旁 | 00:16:43,050 --> 00:16:45,110
[3.4] 昔涟 | 白垩还有我 | 00:16:45,110 --> 00:16:47,270
[3.4] 昔涟 | 我们心底的勇气才能被唤醒 | 00:16:48,350 --> 00:16:51,204
[3.4] 昔涟 | 嗯我知道你在看着对吗 | 00:16:52,880 --> 00:16:57,080
[3.4] 昔涟 | 未来的大英雄 | 00:16:57,080 --> 00:16:59,290
[3.4] 昔涟 | 也许这就是正确答案呢 | 00:16:59,530 --> 00:17:02,370
[3.4] 昔涟 | 好久不见 | 00:17:03,450 --> 00:17:04,190
[3.4] 昔涟 | 提宁大人白垩 | 00:17:04,190 --> 00:17:06,659
[3.4] 昔涟 | 还有嘿嗨 | 00:17:07,019 --> 00:17:10,780
[3.4] 昔涟 | 看见你在 | 00:17:11,860 --> 00:17:12,760
[3.4] 昔涟 | 真令人开心啊 | 00:17:12,760 --> 00:17:15,070
[3.4] 昔涟 | 怎么一副难以置信的表情啊 | 00:17:15,910 --> 00:17:18,350
[3.4] 昔涟 | 难道是想我了 | 00:17:18,350 --> 00:17:21,990
[3.4] 昔涟 | 我本该跟着祭司一起撤离的 | 00:17:22,670 --> 00:17:24,990
[3.4] 昔涟 | 但听说圣女大人身边有一位白发青年 | 00:17:24,990 --> 00:17:29,030
[3.4] 昔涟 | 我猜到是你就趁着人们不注意偷偷溜回来了 | 00:17:30,040 --> 00:17:35,120
[3.4] 昔涟 | 是个心急的大男孩呀 | 00:17:36,209 --> 00:17:38,369
[3.4] 昔涟 | 你们说不定很合拍呢 | 00:17:38,369 --> 00:17:41,040
[3.4] 昔涟 | 别怕你已经有答案了 | 00:17:41,520 --> 00:17:44,220
[3.4] 昔涟 | 不是吗 | 00:17:44,220 --> 00:17:45,720
[3.4] 昔涟 | 如果这张牌就是你的选择 | 00:17:46,160 --> 00:17:48,540
[3.4] 昔涟 | 我支持你 | 00:17:48,540 --> 00:17:50,389
[3.4] 昔涟 | 因为我也忘不了艾利密歇的田野 | 00:17:50,789 --> 00:17:53,409
[3.4] 昔涟 | 红叶树下有我的小秋千 | 00:17:53,409 --> 00:17:57,190
[3.4] 昔涟 | 我会在上面做甜甜的梦 | 00:17:57,190 --> 00:18:00,000
[3.4] 昔涟 | 还有迷路迷境的小妖精们 | 00:18:00,240 --> 00:18:02,560
[3.4] 昔涟 | 想到再也见不到他们 | 00:18:02,560 --> 00:18:04,280
[3.4] 昔涟 | 心就会很痛很痛 | 00:18:05,520 --> 00:18:07,699
[3.4] 昔涟 | 这份悲伤不会骗人 | 00:18:08,179 --> 00:18:10,400
[3.4] 昔涟 | 我们的故乡只是个小村庄 | 00:18:10,720 --> 00:18:13,280
[3.4] 昔涟 | 但对于小小的你和我 | 00:18:13,280 --> 00:18:15,660
[3.4] 昔涟 | 它就是整个世界 | 00:18:15,660 --> 00:18:18,130
[3.4] 昔涟 | 可是白垩 | 00:18:18,530 --> 00:18:19,890
[3.4] 昔涟 | 只靠这些还不够仇 | 00:18:19,890 --> 00:18:23,190
[3.4] 昔涟 | 恨 | 00:18:23,190 --> 00:18:23,410
[3.4] 昔涟 | 是能让人长大 | 00:18:23,410 --> 00:18:24,730
[3.4] 昔涟 | 让男孩成为坚不可摧的战士 | 00:18:24,730 --> 00:18:27,900
[3.4] 昔涟 | 但你现在需要的是一场胜利 | 00:18:28,380 --> 00:18:31,580
[3.4] 昔涟 | 那就不能只把沉痛的过去当做砝码 | 00:18:31,580 --> 00:18:35,300
[3.4] 昔涟 | 而是要把未来的重量也压在天秤上 | 00:18:35,740 --> 00:18:39,940
[3.4] 昔涟 | 好像说了很难懂的话呢 | 00:18:41,480 --> 00:18:43,680
[3.4] 昔涟 | 其实很简单啦 | 00:18:43,680 --> 00:18:46,000
[3.4] 昔涟 | 就让我们共同的伙伴带着救世主一起走上天平吧 | 00:18:46,390 --> 00:18:51,670
[3.4] 昔涟 | 可以拜托你吗 | 00:18:54,240 --> 00:18:55,600
[3.4] 昔涟 | 嘿嘿放心吧 | 00:18:55,600 --> 00:18:57,880
[3.4] 昔涟 | 我敢打赌 | 00:18:57,880 --> 00:18:59,320
[3.4] 昔涟 | 那位王储不会发现的天平在犹豫 | 00:18:59,320 --> 00:19:04,990
[3.4] 昔涟 | 我想泰坦的意思是 | 00:19:07,380 --> 00:19:09,980
[3.4] 昔涟 | 比世界命运更沉重的不是个人的信念 | 00:19:09,980 --> 00:19:14,260
[3.4] 昔涟 | 而是一种愿望 | 00:19:14,620 --> 00:19:16,300
[3.4] 昔涟 | 它属于我 | 00:19:16,300 --> 00:19:17,720
[3.4] 昔涟 | 你在场的每个人 | 00:19:17,720 --> 00:19:20,650
[3.4] 昔涟 | 压落秤盘的并非白垩的决心 | 00:19:21,170 --> 00:19:24,820
[3.4] 昔涟 | 而是这张神谕牌承载的世人对救世主的呼唤 | 00:19:24,820 --> 00:19:29,520
[3.4] 昔涟 | 他们说 | 00:19:29,520 --> 00:19:31,270
[3.4] 昔涟 | 这世上的英雄本该和天上的繁星一样多 | 00:19:31,750 --> 00:19:37,490
[3.4] 昔涟 | 可如今却只剩下我们了 | 00:19:37,850 --> 00:19:41,370
[3.4] 昔涟 | 黑潮终究还是席卷了世界 | 00:19:43,050 --> 00:19:46,650
[3.4] 昔涟 | 只剩三个小时了呀 | 00:19:47,930 --> 00:19:50,130
[3.4] 昔涟 | 挨饿我们是为了回应世界的愿望而启程的对吧 | 00:19:53,300 --> 00:20:00,580
[3.4] 昔涟 | 那为什么翁法洛斯的愿望如此不讲道理呢 | 00:20:01,020 --> 00:20:09,390
[3.4] 昔涟 | 明明在每一个正确的时间点 | 00:20:09,390 --> 00:20:12,590
[3.4] 昔涟 | 大家已经尽己所能做出了最正确的选择 | 00:20:13,030 --> 00:20:17,639
[3.4] 昔涟 | 可到头来指引我们的神域 | 00:20:17,959 --> 00:20:21,570
[3.4] 昔涟 | 吞没世界的黑潮 | 00:20:22,730 --> 00:20:24,960
[3.4] 昔涟 | 为什么是这种样子的外交 | 00:20:25,520 --> 00:20:30,219
[3.4] 昔涟 | 让您的沉眠 | 00:20:30,219 --> 00:20:31,019
[3.4] 昔涟 | 向您致歉 | 00:20:31,019 --> 00:20:32,199
[3.4] 昔涟 | 波罗尼斯 | 00:20:32,199 --> 00:20:34,139
[3.4] 昔涟 | 不用再和我确认决心了 | 00:20:35,740 --> 00:20:37,880
[3.4] 昔涟 | 白垩从走出村子的那一刻起 | 00:20:37,880 --> 00:20:41,690
[3.4] 昔涟 | 我们就做好反抗命运的准备了 | 00:20:42,690 --> 00:20:45,170
[3.4] 昔涟 | 不是吗 | 00:20:45,170 --> 00:20:46,270
[3.4] 昔涟 | 然后在成为照亮新世界的第一缕火光 | 00:20:46,270 --> 00:20:50,860
[3.4] 昔涟 | 由泰坦揭示的未来 | 00:20:50,860 --> 00:20:53,200
[3.4] 昔涟 | 这一定是个不同以往的浪漫故事 | 00:20:53,200 --> 00:20:56,640
[3.4] 昔涟 | 你也是这么想的对吧 | 00:21:00,640 --> 00:21:04,400
[3.4] 昔涟 | 挨饿我们是为了回应世界的愿望而启程的对吧 | 00:21:08,640 --> 00:21:15,190
[3.4] 昔涟 | 那为什么翁法洛斯的愿望如此不讲道理呢 | 00:21:16,230 --> 00:21:24,590
[3.4] 昔涟 | 明明在每一个正确的时间点 | 00:21:24,590 --> 00:21:27,950
[3.4] 昔涟 | 大家已经尽己所能做出了最正确的选择 | 00:21:28,350 --> 00:21:32,870
[3.4] 昔涟 | 可到头来指引我们的神域 | 00:21:33,230 --> 00:21:36,860
[3.4] 昔涟 | 吞没世界的黑潮 | 00:21:38,020 --> 00:21:40,260
[3.4] 昔涟 | 为什么是这种样子吗 | 00:21:42,440 --> 00:21:45,869
[3.4] 昔涟 | 站在这里 | 00:21:47,149 --> 00:21:47,949
[3.4] 昔涟 | 泰坦的声音前所未有的清晰 | 00:21:49,229 --> 00:21:52,629
[3.4] 昔涟 | 原来他们是从黑潮中传来的呀 | 00:21:53,840 --> 00:21:58,570
[3.4] 昔涟 | 那是光法罗丝在哭泣吗 | 00:21:59,810 --> 00:22:02,690
[3.4] 昔涟 | 白娥你还记得吗 | 00:22:02,690 --> 00:22:05,440
[3.4] 昔涟 | 小时候我做过一个梦 | 00:22:06,800 --> 00:22:09,639
[3.4] 昔涟 | 梦里是个昏暗冰冷的小房间 | 00:22:09,879 --> 00:22:13,740
[3.4] 昔涟 | 只有欧洛尼斯的帷幕在闪闪发光 | 00:22:13,980 --> 00:22:17,120
[3.4] 昔涟 | 就像晶莹的水晶 | 00:22:17,120 --> 00:22:19,800
[3.4] 昔涟 | 他的帷幕仿佛能装下整个温法螺丝 | 00:22:20,240 --> 00:22:23,400
[3.4] 昔涟 | 光怪陆离的戏剧在其中上演 | 00:22:24,600 --> 00:22:28,340
[3.4] 昔涟 | 里面有无数个我们来自无数个不同的世界哈 | 00:22:28,740 --> 00:22:35,610
[3.4] 昔涟 | 是呀看着眼前的世界 | 00:22:35,610 --> 00:22:39,110
[3.4] 昔涟 | 悲伤的念头还是化作了现实 | 00:22:40,230 --> 00:22:43,360
[3.4] 昔涟 | 原来这才是天空被封闭的原因 | 00:22:43,840 --> 00:22:46,480
[3.4] 昔涟 | 温法罗斯也只是更大的艾力密歇 | 00:22:48,000 --> 00:22:52,570
[3.4] 昔涟 | 我们只是这小小世界的戏中人 | 00:22:52,970 --> 00:22:55,450
[3.4] 昔涟 | 沿着神谕的指引 | 00:22:56,530 --> 00:22:58,370
[3.4] 昔涟 | 一遍又一遍踏上相同的旅程 | 00:22:58,370 --> 00:23:02,245
[3.4] 昔涟 | 那所谓的再创世究竟是什么 | 00:23:02,910 --> 00:23:07,940
[3.4] 昔涟 | 看着这一切的观众又在期待什么呢 | 00:23:08,300 --> 00:23:13,740
[3.4] 昔涟 | 在你眼中 | 00:23:15,500 --> 00:23:16,580
[3.4] 昔涟 | 所有牺牲的人都只是一串渺小的数字吗 | 00:23:17,580 --> 00:23:22,380
[3.4] 昔涟 | 或者我们还有一个选择 | 00:23:23,670 --> 00:23:28,550
[3.4] 昔涟 | 就像你说的 | 00:23:30,260 --> 00:23:31,420
[3.4] 昔涟 | 温法罗斯只是一场实验 | 00:23:32,580 --> 00:23:34,420
[3.4] 昔涟 | 我们是局中人 | 00:23:35,460 --> 00:23:37,159
[3.4] 昔涟 | 只能沿着既定的轨迹走向被星星注视的结局 | 00:23:37,159 --> 00:23:42,879
[3.4] 昔涟 | 但那也意味着会向温法罗斯投来批示的心神肯定不止一位吧 | 00:23:43,730 --> 00:23:52,130
[3.4] 昔涟 | 哎呀这个问题很难回答吗 | 00:23:52,890 --> 00:23:56,870
[3.4] 昔涟 | 还是说我猜对了 | 00:23:56,870 --> 00:23:58,490
[3.4] 昔涟 | 实际上这个世界早就在其他星神的视线中了 | 00:23:59,850 --> 00:24:05,840
[3.4] 昔涟 | 因为怎么想都很奇怪嘛 | 00:24:08,820 --> 00:24:11,380
[3.4] 昔涟 | 明明只要冷眼旁观 | 00:24:11,700 --> 00:24:13,780
[3.4] 昔涟 | 看着我们完成仪式 | 00:24:13,780 --> 00:24:15,680
[3.4] 昔涟 | 被黑潮吞噬 | 00:24:15,680 --> 00:24:17,060
[3.4] 昔涟 | 你的目的自然就能达成 | 00:24:17,060 --> 00:24:19,660
[3.4] 昔涟 | 何必多此一举向我们解释这么多呢 | 00:24:20,950 --> 00:24:24,710
[3.4] 昔涟 | 嗯一点小小的勇气和决心呵 | 00:24:26,190 --> 00:24:32,240
[3.4] 昔涟 | 开玩笑的 | 00:24:32,240 --> 00:24:33,800
[3.4] 昔涟 | 其实答案很简单了 | 00:24:33,800 --> 00:24:35,600
[3.4] 昔涟 | 不过我们可不打算告诉你 | 00:24:37,000 --> 00:24:40,830
[3.4] 昔涟 | 我们要给翁法罗斯编织一场长长的梦 | 00:24:45,680 --> 00:24:49,520
[3.4] 昔涟 | 让他相信实验仍未结束 | 00:24:50,010 --> 00:24:52,250
[3.4] 昔涟 | 一切仍在继续 | 00:24:53,410 --> 00:24:56,280
[3.4] 昔涟 | 是啊 | 00:24:56,760 --> 00:24:57,360
[3.4] 昔涟 | 所以我只能寄希望于童年的那场梦 | 00:24:58,720 --> 00:25:03,400
[3.4] 昔涟 | 在那梦里出现的欧洛尼斯背后的神明 | 00:25:04,610 --> 00:25:09,530
[3.4] 昔涟 | 现在我能够确信岁月就是那位星神记录温法罗斯的书页 | 00:25:10,710 --> 00:25:17,210
[3.4] 昔涟 | 如果他从世上消失 | 00:25:17,210 --> 00:25:19,390
[3.4] 昔涟 | 她铭记的一切在星空中遗失 | 00:25:19,390 --> 00:25:22,800
[3.4] 昔涟 | 那位心神一定会将视线投向这里 | 00:25:22,800 --> 00:25:27,080
[3.4] 昔涟 | 那会是一道跨越时空的瞥视 | 00:25:28,120 --> 00:25:31,030
[3.4] 昔涟 | 它将让今后的每一个我都能够化作你重置岁月的力量 | 00:25:31,350 --> 00:25:36,500
[3.4] 昔涟 | 将我的灵魂注入这柄仪式剑 | 00:25:36,820 --> 00:25:39,800
[3.4] 昔涟 | 创造一场永不终结的烛火之旅 | 00:25:39,800 --> 00:25:43,420
[3.4] 昔涟 | 好啦 | 00:25:47,620 --> 00:25:48,680
[3.4] 昔涟 | 别让气氛这么沉重嘛 | 00:25:48,680 --> 00:25:51,540
[3.4] 昔涟 | 我们将要踏上的可是真正的英雄之旅呀 | 00:25:52,100 --> 00:25:55,620
[3.4] 昔涟 | 所以 | 00:25:57,100 --> 00:25:58,260
[3.4] 昔涟 | 笑一笑好吗 | 00:26:01,460 --> 00:26:04,100
[3.4] 昔涟 | 在那记忆中 | 00:26:04,640 --> 00:26:06,220
[3.4] 昔涟 | 你一定会再次遇见我 | 00:26:06,220 --> 00:26:09,170
[3.4] 昔涟 | 那个一无所知的小希林 | 00:26:09,690 --> 00:26:11,990
[3.4] 昔涟 | 会躺在软软的草堆上 | 00:26:11,990 --> 00:26:14,570
[3.4] 昔涟 | 吹着轻快的风 | 00:26:14,570 --> 00:26:16,470
[3.4] 昔涟 | 憧憬着远方的世界 | 00:26:16,470 --> 00:26:18,835
[3.4] 昔涟 | 把烛火之旅讲给他听吧 | 00:26:22,580 --> 00:26:24,540
[3.4] 昔涟 | 然后让他也成为这故事中浪漫的一笔 | 00:26:25,580 --> 00:26:29,820
[3.4] 昔涟 | 我相信未来的每一个她都会做出和我同样的选择 | 00:26:31,010 --> 00:26:37,030
[3.4] 昔涟 | 无数次抹除岁月 | 00:26:37,590 --> 00:26:39,810
[3.4] 昔涟 | 无数次重置时间 | 00:26:39,810 --> 00:26:42,460
[3.4] 昔涟 | 呵呵毕竟他们都是我呀 | 00:26:42,580 --> 00:26:46,000
[3.4] 昔涟 | 而人家的魅力就是始终如一 | 00:26:46,000 --> 00:26:49,760
[3.4] 昔涟 | 然后我就会沉入甜甜的梦乡 | 00:26:50,280 --> 00:26:53,800
[3.4] 昔涟 | 消失在世界的小角落里 | 00:26:54,880 --> 00:26:57,600
[3.4] 昔涟 | 静静地等待下一页被翻开的那天 | 00:26:58,830 --> 00:27:03,270
[3.4] 昔涟 | 守望岁月的少女和背负世界的战士 | 00:27:04,050 --> 00:27:08,970
[3.4] 昔涟 | 现在就让我们履行岁月和父世的使命 | 00:27:10,340 --> 00:27:15,750
[3.4] 昔涟 | 继往开来吧 | 00:27:16,510 --> 00:27:18,710
[3.4] 昔涟 | 你要握紧这柄仪式剑 | 00:27:20,110 --> 00:27:22,490
[3.4] 昔涟 | 在我离去后 | 00:27:22,970 --> 00:27:24,610
[3.4] 昔涟 | 他会把你送回时间的起点 | 00:27:24,610 --> 00:27:27,410
[3.4] 昔涟 | 一段新故事的开篇 | 00:27:27,410 --> 00:27:30,210
[3.4] 昔涟 | 我相信在那段故事里 | 00:27:31,780 --> 00:27:35,120
[3.4] 昔涟 | 又或者无数段相似而不相同的故事之后 | 00:27:35,120 --> 00:27:39,139
[3.4] 昔涟 | 大家所有牺牲的伙伴都能和我们儿时憧憬的救世主一起 | 00:27:39,579 --> 00:27:46,780
[3.4] 昔涟 | 在更辽阔的星空下相聚 | 00:27:47,060 --> 00:27:50,340
[3.4] 昔涟 | 所以我们该启程了 | 00:27:51,360 --> 00:27:54,320
[3.4] 昔涟 | 成为开启一切的人 | 00:27:55,640 --> 00:27:57,970
[3.4] 昔涟 | 就像你的名字那样 | 00:27:58,370 --> 00:28:00,050
[3.4] 昔涟 | 背负起最初的混沌和这个我们深爱的世界吧 | 00:28:01,450 --> 00:28:07,245
[3.4] 昔涟 | 再见了看饿斯兰娜 | 00:28:12,100 --> 00:28:15,240
[3.4] 昔涟 | 我的过去也一点一点浮出水面了 | 00:28:16,320 --> 00:28:19,360
[3.4] 昔涟 | 嘿你这么聪明 | 00:28:19,360 --> 00:28:22,029
[3.4] 昔涟 | 是不是已经有头绪了 | 00:28:22,029 --> 00:28:23,789
[3.4] 昔涟 | 还是说 | 00:28:25,189 --> 00:28:27,060
[3.4] 昔涟 | 其实你早就猜到答案了呢 | 00:28:29,100 --> 00:28:31,720
[3.4] 昔涟 | 一点都不意外对吗 | 00:28:32,040 --> 00:28:34,200
[3.4] 昔涟 | 那是因为人家很单纯 | 00:28:35,400 --> 00:28:37,280
[3.4] 昔涟 | 无论变成什么样子 | 00:28:37,280 --> 00:28:39,100
[3.4] 昔涟 | 都心口如一 | 00:28:39,100 --> 00:28:40,889
[3.4] 昔涟 | 但我很高兴最后能回想起这件事 | 00:28:41,369 --> 00:28:44,669
[3.4] 昔涟 | 如此一来就没有遗憾了 | 00:28:44,669 --> 00:28:48,129
[3.4] 昔涟 | 别担心 | 00:28:50,120 --> 00:28:51,340
[3.4] 昔涟 | 我们不会真的分别 | 00:28:51,340 --> 00:28:53,420
[3.4] 昔涟 | 因为我会变成你的一部分 | 00:28:53,420 --> 00:28:56,520
[3.4] 昔涟 | 化作这个轮回第3355万336次烛火之旅的记忆 | 00:28:58,020 --> 00:29:05,170
[3.4] 昔涟 | 永远住进岁月半神的心里 | 00:29:05,530 --> 00:29:08,560
[3.4] 昔涟 | 这样你就能带着全部的过往 | 00:29:08,920 --> 00:29:12,400
[3.4] 昔涟 | 跨越时间 | 00:29:12,400 --> 00:29:13,980
[3.4] 昔涟 | 去往轮回的下一站 | 00:29:13,980 --> 00:29:16,520
[3.4] 昔涟 | 我的使命到此就结束了 | 00:29:18,860 --> 00:29:20,660
[3.4] 昔涟 | 但回想起来还是觉得很幸运 | 00:29:21,820 --> 00:29:25,860
[3.4] 昔涟 | 毕竟在3000万个希联中 | 00:29:26,220 --> 00:29:29,260
[3.4] 昔涟 | 人家可是第一个也是唯一一个等到你的希莲呢 | 00:29:29,260 --> 00:29:34,040
[3.4] 昔涟 | 所以请相信在下个轮回也一定会有希林在等待着你 | 00:29:34,440 --> 00:29:41,460
[3.4] 昔涟 | 还有下下个轮回 | 00:29:41,740 --> 00:29:43,640
[3.4] 昔涟 | 下下下个轮回 | 00:29:43,640 --> 00:29:45,420
[3.4] 昔涟 | 我会一直一直等着你 | 00:29:45,420 --> 00:29:48,340
[3.4] 昔涟 | 说出这些话 | 00:29:55,100 --> 00:29:56,580
[3.4] 昔涟 | 人家终于可以安心消失 | 00:29:56,580 --> 00:29:58,960
[3.4] 昔涟 | 成为你的一部分了 | 00:29:58,960 --> 00:30:01,420
[3.4] 昔涟 | 不知不觉中 | 00:30:01,740 --> 00:30:03,300
[3.4] 昔涟 | 我们一起走过了好愉快的旅途呀 | 00:30:03,300 --> 00:30:06,140
[3.4] 昔涟 | 直到世界的尽头都在一起 | 00:30:07,340 --> 00:30:09,980
[3.4] 昔涟 | 唉现在握住我的手做个短暂的道别 | 00:30:10,500 --> 00:30:15,920
[3.4] 昔涟 | 然后就去往明天吧 | 00:30:15,920 --> 00:30:18,350
[3.4] 昔涟 | 去找到未来的希连 | 00:30:18,710 --> 00:30:20,750
[3.4] 昔涟 | 和他一起再度踏上旅途吧 | 00:30:20,750 --> 00:30:24,950
[3.4] 昔涟 | 答应我 | 00:30:26,060 --> 00:30:27,160
[3.4] 昔涟 | 可别让我等太久啊 | 00:30:27,160 --> 00:30:29,820
[3.4] 昔涟 | 嘘不用说出来 | 00:30:30,500 --> 00:30:32,500
[3.4] 昔涟 | 对人家来说 | 00:30:34,140 --> 00:30:35,540
[3.4] 昔涟 | 这样就够了 | 00:30:35,540 --> 00:30:37,740
[3.4] 昔涟 | 该出发了 | 00:30:39,300 --> 00:30:40,380
[3.4] 昔涟 | 好伙伴 | 00:30:40,380 --> 00:30:41,900
[3.4] 昔涟 | 愿你的开拓之旅永远有清风和涟漪相伴 | 00:30:42,930 --> 00:30:48,490
[3.4] 昔涟 | 愿未来的岁月就像毛绒包裹着你 | 00:30:52,400 --> 00:30:56,950
[3.4] 昔涟 | 永远温暖 | 00:30:57,670 --> 00:30:58,870
[3.4] 昔涟 | 永远轻柔 | 00:31:00,230 --> 00:31:02,230
[3.4] 昔涟 | 现在翻开下一页吧 | 00:31:05,820 --> 00:31:09,500
[3.4] 昔涟 | 因你而在的下一 | 00:31:12,100 --> 00:31:14,900
[3.4] 昔涟 | 这是命运的邂逅吗 | 00:31:21,680 --> 00:31:24,060
[3.4] 昔涟 | 还是久别重逢呢 | 00:31:24,540 --> 00:31:28,580
[3.4] 昔涟 | 我会等待那一天的到来去 | 00:31:46,940 --> 00:31:50,560
[3.4] 昔涟 | 总有一天这进步的梦 | 00:31:50,560 --> 00:31:52,990
[3.4] 昔涟 | 沿着我们的心情前所未有的结局 | 00:31:52,990 --> 00:31:57,110
[3.4] 昔涟 | 那一定是个不同以往的浪漫故事 | 00:32:07,560 --> 00:32:12,880
[3.4] 昔涟 | 你也是这么想的 | 00:32:13,280 --> 00:32:15,300
[3.5] 昔涟 | 你好呀 | 00:00:00,160 --> 00:00:01,180
[3.5] 昔涟 | 嘿你惊讶的样子也和记忆里如出一辙呢 | 00:00:01,180 --> 00:00:07,090
[3.5] 昔涟 | 也许两者都是呢开个玩笑 | 00:00:08,350 --> 00:00:11,810
[3.5] 昔涟 | 一定要选一边的话 | 00:00:11,810 --> 00:00:14,050
[3.5] 昔涟 | 应该更接近后者吧 | 00:00:14,370 --> 00:00:16,250
[3.5] 昔涟 | 人家也觉得不可思议 | 00:00:16,250 --> 00:00:18,310
[3.5] 昔涟 | 就像做了一场长长的梦 | 00:00:18,310 --> 00:00:20,950
[3.5] 昔涟 | 希联的记忆 | 00:00:20,950 --> 00:00:22,610
[3.5] 昔涟 | 迷迷的记忆交织在一起 | 00:00:22,610 --> 00:00:25,920
[3.5] 昔涟 | 醒来后只剩下零星片段 | 00:00:26,200 --> 00:00:30,080
[3.5] 昔涟 | 我记不得那3000万个轮回里发生了什么 | 00:00:30,880 --> 00:00:33,760
[3.5] 昔涟 | 却记得你为这个世界做了什么 | 00:00:34,760 --> 00:00:37,080
[3.5] 昔涟 | 比如在树停时 | 00:00:37,080 --> 00:00:39,379
[3.5] 昔涟 | 你是不是对我许过变成少女之类的心愿 | 00:00:39,699 --> 00:00:43,719
[3.5] 昔涟 | 是呀真奇妙 | 00:00:43,719 --> 00:00:46,379
[3.5] 昔涟 | 就像一颗种子长成了花 | 00:00:46,379 --> 00:00:49,400
[3.5] 昔涟 | 人家现在也称得上像花儿一样可爱啦 | 00:00:49,400 --> 00:00:53,060
[3.5] 昔涟 | 不过虽然有很多话想说 | 00:00:53,060 --> 00:00:56,370
[3.5] 昔涟 | 但现在不是回忆过去的时候对吗 | 00:00:56,370 --> 00:00:59,310
[3.5] 昔涟 | 我们带着上一次烛火的记忆 | 00:00:59,310 --> 00:01:01,290
[3.5] 昔涟 | 回到这里 | 00:01:01,290 --> 00:01:02,510
[3.5] 昔涟 | 时间的起点是为了履行和白垩的约定 | 00:01:02,510 --> 00:01:06,510
[3.5] 昔涟 | 铁幕的降临近在眼前 | 00:01:06,510 --> 00:01:08,880
[3.5] 昔涟 | 而我们还有机会改变这一切 | 00:01:08,880 --> 00:01:12,060
[3.5] 昔涟 | 哀力密歇 | 00:01:12,060 --> 00:01:13,120
[3.5] 昔涟 | 真安静呀 | 00:01:14,160 --> 00:01:15,880
